h_over_J,Mz_abs,Mx,ZZ_corr,Energy
0.2,0.8105625000000001,0.04718750000000001,0.6861666666666671,-2.0962500000000013
0.6,0.7412500000000001,0.27556249999999993,0.5940833333333335,-2.4436000000000004
1.0,0.6980000000000001,0.33781250000000007,0.5330000000000001,-2.9502500000000005
1.4,0.65925,0.3684375000000001,0.5412500000000001,-3.6870000000000007
1.8,0.60975,0.38062499999999994,0.4340833333333331,-4.042749999999999
